,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
3152665,3152665,2021-03-12 22:20:16.155347+00:00,x,y,2021-04-07 11:00:00+00:00,2021-04-07 13:00:00+00:00,gamma,True,20.0,1,c-4,3152665,9800.0
18379975,18379975,2021-08-11 05:40:27.338221+00:00,x,y,2021-08-14 16:00:00+00:00,2021-08-14 18:00:00+00:00,alpha,True,15.0,1,a-23,18379975,6524.0
12223134,12223134,2021-07-01 19:02:47.969479+00:00,x,y,2021-07-11 09:45:00+00:00,2021-07-11 11:45:00+00:00,gamma,True,20.0,2,c-2,12223134,19860.0
20533132,20533132,2021-08-22 21:14:46.830131+00:00,x,y,2021-09-15 13:00:00+00:00,2021-09-15 15:00:00+00:00,alpha,True,20.0,1,a-9,20533132,7524.0
3637528,3637528,2021-03-21 13:46:55.292134+00:00,x,y,2021-05-07 14:00:00+00:00,2021-05-07 15:55:00+00:00,beta,True,40.0,0,b-9,3637528,11573.0
2184415,2184415,2021-02-26 14:17:15.961945+00:00,x,y,2021-03-30 14:00:00+00:00,2021-03-30 15:55:00+00:00,beta,True,20.0,0,b-9,2184415,11473.0
19888303,19888303,2021-08-18 20:45:58.596029+00:00,x,y,2021-09-03 13:00:00+00:00,2021-09-03 15:00:00+00:00,alpha,True,15.0,1,a-9,19888303,7524.0
2354655,2354655,2021-02-28 20:57:01.542557+00:00,x,y,2021-04-07 14:00:00+00:00,2021-04-07 15:55:00+00:00,beta,True,20.0,0,b-9,2354655,11452.0
8254061,8254061,2021-05-31 13:50:45.713362+00:00,x,y,2021-06-14 04:00:00+00:00,2021-06-14 06:00:00+00:00,alpha,True,15.0,1,a-1,8254061,9403.0
10166172,10166172,2021-06-17 04:32:22.447753+00:00,x,y,2021-06-17 07:00:00+00:00,2021-06-17 09:00:00+00:00,alpha,True,35.0,1,a-5,10166172,7124.0
20234950,20234950,2021-08-20 20:33:04.170264+00:00,x,y,2021-08-23 05:00:00+00:00,2021-08-23 06:55:00+00:00,beta,True,40.0,0,b-1,20234950,20440.0
6787735,6787735,2021-05-14 15:01:41.604116+00:00,x,y,2021-05-19 17:00:00+00:00,2021-05-19 18:59:00+00:00,gamma,True,20.0,2,c-6,6787735,8390.0
11529964,11529964,2021-06-27 17:34:57.698030+00:00,x,y,2021-08-01 07:00:00+00:00,2021-08-01 09:00:00+00:00,alpha,True,15.0,1,a-5,11529964,9497.0
5468907,5468907,2021-04-24 22:39:21.169723+00:00,x,y,2021-04-29 11:00:00+00:00,2021-04-29 13:00:00+00:00,gamma,True,20.0,2,c-4,5468907,8390.0
4920515,4920515,2021-04-19 23:32:18.637482+00:00,x,y,2021-05-03 13:30:00+00:00,2021-05-03 15:30:00+00:00,alpha,True,15.0,1,a-5,4920515,7796.0
20957820,20957820,2021-08-25 16:52:30.664918+00:00,x,y,2021-09-01 11:00:00+00:00,2021-09-01 13:00:00+00:00,gamma,True,20.0,1,c-4,20957820,7765.0
1931451,1931451,2021-02-20 08:13:19.442166+00:00,x,y,2021-02-28 11:00:00+00:00,2021-02-28 13:00:00+00:00,gamma,True,20.0,1,c-4,1931451,12500.0
1938587,1938587,2021-02-20 11:49:50.698459+00:00,x,y,2021-03-08 05:00:00+00:00,2021-03-08 06:55:00+00:00,beta,True,20.0,0,b-1,1938587,11504.0
5402745,5402745,2021-04-24 06:58:08.289583+00:00,x,y,2021-05-02 11:00:00+00:00,2021-05-02 13:00:00+00:00,gamma,True,20.0,2,c-4,5402745,8640.0
13669383,13669383,2021-07-09 15:16:19.889860+00:00,x,y,2021-08-02 04:00:00+00:00,2021-08-02 06:00:00+00:00,alpha,True,15.0,1,a-1,13669383,11245.0
8779852,8779852,2021-06-05 07:29:54.420083+00:00,x,y,2021-06-16 11:00:00+00:00,2021-06-16 13:00:00+00:00,gamma,True,20.0,1,c-4,8779852,10900.0
6681526,6681526,2021-05-12 12:16:09.055820+00:00,x,y,2021-06-04 15:30:00+00:00,2021-06-04 17:30:00+00:00,alpha,True,35.0,1,a-7,6681526,6995.0
4808899,4808899,2021-04-19 09:30:56.583955+00:00,x,y,2021-06-26 13:30:00+00:00,2021-06-26 15:30:00+00:00,alpha,True,35.0,1,a-5,4808899,8290.0
12778688,12778688,2021-07-04 16:52:28.307034+00:00,x,y,2021-07-21 09:45:00+00:00,2021-07-21 11:45:00+00:00,gamma,True,20.0,2,c-2,12778688,9750.0
4840028,4840028,2021-04-19 13:27:07.727732+00:00,x,y,2021-05-13 17:00:00+00:00,2021-05-13 18:59:00+00:00,gamma,True,20.0,1,c-6,4840028,8650.0
16070069,16070069,2021-07-26 20:20:51.978356+00:00,x,y,2021-07-29 14:00:00+00:00,2021-07-29 16:00:00+00:00,gamma,True,20.0,2,c-4,16070069,11285.0
7427888,7427888,2021-05-21 20:29:47.405653+00:00,x,y,2021-05-25 11:00:00+00:00,2021-05-25 13:00:00+00:00,gamma,True,20.0,2,c-4,7427888,9025.0
9359958,9359958,2021-06-11 02:45:50.118616+00:00,x,y,2021-06-12 14:00:00+00:00,2021-06-12 15:55:00+00:00,beta,True,20.0,0,b-9,9359958,10088.0
3644372,3644372,2021-03-21 16:37:50.609178+00:00,x,y,2021-03-26 14:00:00+00:00,2021-03-26 15:55:00+00:00,beta,True,40.0,0,b-9,3644372,9779.0
14491543,14491543,2021-07-14 23:37:11.878994+00:00,x,y,2021-07-26 10:00:00+00:00,2021-07-26 12:00:00+00:00,alpha,True,15.0,1,a-7,14491543,12945.0
20152880,20152880,2021-08-20 11:23:26.628079+00:00,x,y,2021-08-22 04:00:00+00:00,2021-08-22 06:00:00+00:00,alpha,True,15.0,1,a-1,20152880,23895.0
1900721,1900721,2021-02-19 11:57:57.120103+00:00,x,y,2021-03-16 13:30:00+00:00,2021-03-16 15:40:00+00:00,alpha,True,35.0,1,a-5,1900721,12500.0
5464903,5464903,2021-04-24 20:55:14.543753+00:00,x,y,2021-04-29 16:00:00+00:00,2021-04-29 18:00:00+00:00,alpha,True,15.0,1,a-7,5464903,5996.0
3200820,3200820,2021-03-13 17:14:54.470788+00:00,x,y,2021-03-28 13:30:00+00:00,2021-03-28 15:30:00+00:00,alpha,True,15.0,1,a-5,3200820,10799.0
7253000,7253000,2021-05-20 03:40:28.186594+00:00,x,y,2021-07-11 05:00:00+00:00,2021-07-11 07:00:00+00:00,gamma,True,20.0,1,c-2,7253000,8025.0
20935993,20935993,2021-08-25 14:13:48.368214+00:00,x,y,2021-09-05 10:00:00+00:00,2021-09-05 12:00:00+00:00,alpha,True,15.0,1,a-7,20935993,9045.0
19495006,19495006,2021-08-16 18:39:39.513908+00:00,x,y,2021-08-24 16:00:00+00:00,2021-08-24 18:00:00+00:00,alpha,True,15.0,1,a-23,19495006,11245.0
9322391,9322391,2021-06-10 15:38:20.048992+00:00,x,y,2021-06-15 10:00:00+00:00,2021-06-15 12:00:00+00:00,alpha,True,35.0,1,a-7,9322391,9707.0
1407105,1407105,2021-02-08 07:13:26.670429+00:00,x,y,2021-03-07 13:30:00+00:00,2021-03-07 15:40:00+00:00,alpha,True,0.0,0,a-5,1407105,8739.0
10941379,10941379,2021-06-23 12:42:35.543315+00:00,x,y,2021-06-26 14:00:00+00:00,2021-06-26 16:00:00+00:00,gamma,True,20.0,1,c-4,10941379,10900.0
11442065,11442065,2021-06-27 07:21:54.381504+00:00,x,y,2021-07-02 16:00:00+00:00,2021-07-02 18:00:00+00:00,alpha,True,15.0,1,a-23,11442065,9497.0
1549438,1549438,2021-02-11 17:18:51.374890+00:00,x,y,2021-02-28 11:00:00+00:00,2021-02-28 12:55:00+00:00,beta,True,35.0,0,b-69,1549438,9522.0
17168954,17168954,2021-08-05 01:46:37.098739+00:00,x,y,2021-08-06 17:05:00+00:00,2021-08-06 19:05:00+00:00,omega,True,20.0,1,d-5,17168954,6870.0
7503491,7503491,2021-05-22 17:46:50.561368+00:00,x,y,2021-05-26 16:00:00+00:00,2021-05-26 18:00:00+00:00,alpha,True,35.0,1,a-7,7503491,8027.0
17919869,17919869,2021-08-09 10:16:45.247623+00:00,x,y,2021-08-22 14:00:00+00:00,2021-08-22 15:55:00+00:00,beta,True,40.0,0,b-9,17919869,18080.0
7470768,7470768,2021-05-22 11:00:43.058394+00:00,x,y,2021-06-02 14:00:00+00:00,2021-06-02 15:55:00+00:00,beta,True,20.0,0,b-9,7470768,7395.0
4255849,4255849,2021-04-04 18:14:45.626891+00:00,x,y,2021-04-29 11:00:00+00:00,2021-04-29 13:00:00+00:00,gamma,True,20.0,2,c-4,4255849,10800.0
3993028,3993028,2021-03-29 04:41:38.051661+00:00,x,y,2021-03-31 05:00:00+00:00,2021-03-31 07:00:00+00:00,gamma,True,20.0,1,c-2,3993028,9800.0
6395450,6395450,2021-05-08 06:07:37.384624+00:00,x,y,2021-05-16 05:00:00+00:00,2021-05-16 07:00:00+00:00,gamma,True,20.0,1,c-2,6395450,7390.0
645138,645138,2021-01-19 13:09:37.654806+00:00,x,y,2021-01-22 05:00:00+00:00,2021-01-22 06:55:00+00:00,beta,True,20.0,0,b-1,645138,8686.0
9368318,9368318,2021-06-11 05:38:16.933522+00:00,x,y,2021-06-22 13:00:00+00:00,2021-06-22 15:00:00+00:00,alpha,True,35.0,1,a-9,9368318,9707.0
2913816,2913816,2021-03-09 16:02:37.148986+00:00,x,y,2021-03-11 05:00:00+00:00,2021-03-11 07:00:00+00:00,gamma,True,20.0,1,c-2,2913816,7390.0
15317372,15317372,2021-07-21 14:38:55.561102+00:00,x,y,2021-08-23 10:00:00+00:00,2021-08-23 12:00:00+00:00,gamma,True,20.0,1,c-2,15317372,9280.0
9231484,9231484,2021-06-09 17:27:01.992234+00:00,x,y,2021-07-22 16:00:00+00:00,2021-07-22 18:00:00+00:00,alpha,True,15.0,1,a-23,9231484,9403.0
3183737,3183737,2021-03-13 12:12:01.813470+00:00,x,y,2021-03-23 05:00:00+00:00,2021-03-23 07:00:00+00:00,alpha,True,35.0,1,a-1,3183737,10799.0
4235093,4235093,2021-04-04 06:26:00.745155+00:00,x,y,2021-04-06 05:00:00+00:00,2021-04-06 07:00:00+00:00,gamma,True,20.0,1,c-2,4235093,9800.0
4664388,4664388,2021-04-16 20:06:58.965632+00:00,x,y,2021-05-22 05:00:00+00:00,2021-05-22 06:55:00+00:00,beta,True,20.0,0,b-1,4664388,7382.0
7901070,7901070,2021-05-27 20:13:57.619215+00:00,x,y,2021-05-29 05:00:00+00:00,2021-05-29 07:00:00+00:00,gamma,True,20.0,1,c-2,7901070,8025.0
11690949,11690949,2021-06-28 17:46:32.213124+00:00,x,y,2021-07-19 14:00:00+00:00,2021-07-19 15:55:00+00:00,beta,True,20.0,0,b-9,11690949,7222.0
1026374,1026374,2021-01-29 16:02:15.026779+00:00,x,y,2021-02-03 13:30:00+00:00,2021-02-03 15:40:00+00:00,alpha,True,20.0,1,a-5,1026374,9799.0
10992409,10992409,2021-06-23 20:13:19.870845+00:00,x,y,2021-06-30 10:00:00+00:00,2021-06-30 12:00:00+00:00,alpha,True,35.0,1,a-7,10992409,7900.0
17294856,17294856,2021-08-05 20:27:39.657936+00:00,x,y,2021-08-06 17:00:00+00:00,2021-08-06 18:59:00+00:00,gamma,True,20.0,2,c-6,17294856,9525.0
140827,140827,2021-01-04 12:03:48.543999+00:00,x,y,2021-01-17 13:00:00+00:00,2021-01-17 15:00:00+00:00,alpha,True,0.0,0,a-5,140827,8739.0
19168501,19168501,2021-08-15 01:22:21.209786+00:00,x,y,2021-12-22 14:00:00+00:00,2021-12-22 16:00:00+00:00,gamma,True,20.0,2,c-4,19168501,13560.0
12697126,12697126,2021-07-04 09:26:55.194644+00:00,x,y,2021-07-16 10:00:00+00:00,2021-07-16 12:00:00+00:00,alpha,True,35.0,1,a-7,12697126,12645.0
19431050,19431050,2021-08-16 12:19:21.829828+00:00,x,y,2021-08-23 17:00:00+00:00,2021-08-23 18:59:00+00:00,gamma,True,20.0,2,c-6,19431050,14130.0
15077027,15077027,2021-07-19 11:06:11.397266+00:00,x,y,2021-07-22 16:00:00+00:00,2021-07-22 18:00:00+00:00,alpha,True,35.0,1,a-23,15077027,7524.0
5547142,5547142,2021-04-25 23:08:03.506355+00:00,x,y,2021-05-05 05:00:00+00:00,2021-05-05 07:00:00+00:00,alpha,True,15.0,1,a-1,5547142,5996.0
16483388,16483388,2021-07-30 05:08:32.092023+00:00,x,y,2021-08-03 07:30:00+00:00,2021-08-03 09:25:00+00:00,beta,True,20.0,0,b-369,16483388,6840.0
10438620,10438620,2021-06-19 10:36:05.212976+00:00,x,y,2021-06-27 17:00:00+00:00,2021-06-27 18:59:00+00:00,gamma,True,20.0,2,c-6,10438620,8500.0
1746754,1746754,2021-02-16 04:58:05.605327+00:00,x,y,2021-03-13 14:00:00+00:00,2021-03-13 15:55:00+00:00,beta,True,20.0,0,b-9,1746754,11452.0
3874065,3874065,2021-03-26 13:33:38.041543+00:00,x,y,2021-03-30 05:00:00+00:00,2021-03-30 07:00:00+00:00,alpha,True,35.0,1,a-1,3874065,10799.0
5909321,5909321,2021-05-01 00:52:19.434271+00:00,x,y,2021-05-27 05:00:00+00:00,2021-05-27 07:00:00+00:00,gamma,True,20.0,2,c-2,5909321,9650.0
5659534,5659534,2021-04-27 10:15:18.897140+00:00,x,y,2021-05-19 05:00:00+00:00,2021-05-19 07:00:00+00:00,gamma,True,20.0,1,c-2,5659534,9655.0
8652003,8652003,2021-06-04 00:25:40.604194+00:00,x,y,2021-06-07 07:00:00+00:00,2021-06-07 09:00:00+00:00,alpha,True,15.0,1,a-5,8652003,9403.0
1914183,1914183,2021-02-19 18:16:29.610506+00:00,x,y,2021-03-09 16:00:00+00:00,2021-03-09 18:10:00+00:00,alpha,True,15.0,1,a-7,1914183,12495.0
9656566,9656566,2021-06-13 08:23:30.916162+00:00,x,y,2021-06-23 07:00:00+00:00,2021-06-23 09:00:00+00:00,alpha,True,35.0,1,a-5,9656566,7124.0
16633996,16633996,2021-07-31 10:28:44.954101+00:00,x,y,2021-08-04 11:00:00+00:00,2021-08-04 12:55:00+00:00,beta,True,40.0,0,b-69,16633996,11080.0
20757805,20757805,2021-08-24 10:08:17.211980+00:00,x,y,2021-09-02 07:00:00+00:00,2021-09-02 09:00:00+00:00,alpha,True,15.0,1,a-5,20757805,7524.0
5681965,5681965,2021-04-27 16:13:00.228285+00:00,x,y,2021-04-30 11:00:00+00:00,2021-04-30 13:00:00+00:00,gamma,True,20.0,2,c-4,5681965,8390.0
19064325,19064325,2021-08-14 11:53:05.687106+00:00,x,y,2021-08-21 14:00:00+00:00,2021-08-21 16:00:00+00:00,gamma,True,20.0,1,c-4,19064325,18105.0
11248655,11248655,2021-06-25 16:47:39.512150+00:00,x,y,2021-06-30 04:00:00+00:00,2021-06-30 06:00:00+00:00,alpha,True,35.0,1,a-1,11248655,7124.0
197464,197464,2021-01-06 03:50:42.991112+00:00,x,y,2021-01-06 11:00:00+00:00,2021-01-06 12:55:00+00:00,beta,False,40.0,0,b-69,197464,14267.0
15901284,15901284,2021-07-25 18:33:01.455373+00:00,x,y,2021-08-22 13:00:00+00:00,2021-08-22 15:00:00+00:00,alpha,True,35.0,1,a-9,15901284,12645.0
16480642,16480642,2021-07-30 04:41:23.381597+00:00,x,y,2021-08-05 10:00:00+00:00,2021-08-05 12:00:00+00:00,alpha,True,15.0,1,a-7,16480642,7524.0
11223185,11223185,2021-06-25 13:47:24.817073+00:00,x,y,2021-07-14 11:00:00+00:00,2021-07-14 12:55:00+00:00,beta,True,20.0,0,b-69,11223185,7222.0
16555143,16555143,2021-07-30 16:32:27.451189+00:00,x,y,2021-08-01 04:00:00+00:00,2021-08-01 06:00:00+00:00,alpha,True,35.0,1,a-1,16555143,12645.0
13939152,13939152,2021-07-11 10:26:13.720436+00:00,x,y,2021-07-13 09:45:00+00:00,2021-07-13 11:45:00+00:00,gamma,True,20.0,2,c-2,13939152,13050.0
19312193,19312193,2021-08-15 18:27:53.871271+00:00,x,y,2021-09-24 10:00:00+00:00,2021-09-24 12:00:00+00:00,alpha,True,15.0,1,a-7,19312193,6810.0
4381931,4381931,2021-04-08 03:47:42.935673+00:00,x,y,2021-05-10 17:00:00+00:00,2021-05-10 18:59:00+00:00,gamma,True,20.0,2,c-6,4381931,9650.0
8853573,8853573,2021-06-05 23:34:57.305789+00:00,x,y,2021-06-27 10:00:00+00:00,2021-06-27 12:00:00+00:00,alpha,True,35.0,1,a-7,8853573,9707.0
20402471,20402471,2021-08-22 03:17:43.035978+00:00,x,y,2021-08-31 10:00:00+00:00,2021-08-31 12:00:00+00:00,alpha,True,15.0,1,a-7,20402471,7524.0
38761,38761,2021-01-01 12:36:10.756202+00:00,x,y,2021-01-06 16:00:00+00:00,2021-01-06 18:10:00+00:00,alpha,True,20.0,1,a-7,38761,10227.0
2082895,2082895,2021-02-23 21:53:02.867226+00:00,x,y,2021-03-01 11:00:00+00:00,2021-03-01 13:00:00+00:00,gamma,True,20.0,1,c-4,2082895,12500.0
15484383,15484383,2021-07-22 20:03:14.826362+00:00,x,y,2021-07-26 17:00:00+00:00,2021-07-26 18:59:00+00:00,gamma,True,20.0,1,c-6,15484383,14065.0
18287675,18287675,2021-08-10 19:14:40.281846+00:00,x,y,2021-08-11 07:00:00+00:00,2021-08-11 09:00:00+00:00,alpha,True,15.0,1,a-5,18287675,9045.0
4771521,4771521,2021-04-18 20:28:31.851227+00:00,x,y,2021-05-01 05:00:00+00:00,2021-05-01 07:00:00+00:00,alpha,True,35.0,1,a-1,4771521,5495.0
15379290,15379290,2021-07-22 06:30:28.344299+00:00,x,y,2021-08-15 17:00:00+00:00,2021-08-15 18:59:00+00:00,gamma,True,20.0,1,c-6,15379290,9280.0
17762123,17762123,2021-08-08 14:11:40.387357+00:00,x,y,2021-08-20 10:00:00+00:00,2021-08-20 12:00:00+00:00,alpha,True,20.0,1,a-7,17762123,10545.0
13870300,13870300,2021-07-10 21:08:22.152457+00:00,x,y,2021-07-16 09:45:00+00:00,2021-07-16 11:45:00+00:00,gamma,True,20.0,2,c-2,13870300,15065.0
6756941,6756941,2021-05-14 05:27:47.906184+00:00,x,y,2021-05-21 10:00:00+00:00,2021-05-21 12:00:00+00:00,alpha,True,35.0,1,a-9,6756941,6995.0
20908137,20908137,2021-08-25 10:27:24.141835+00:00,x,y,2021-09-03 11:00:00+00:00,2021-09-03 13:00:00+00:00,gamma,True,20.0,2,c-4,20908137,7870.0
19207245,19207245,2021-08-15 08:19:12.885925+00:00,x,y,2021-08-24 16:00:00+00:00,2021-08-24 18:00:00+00:00,alpha,True,15.0,1,a-23,19207245,9045.0
3066790,3066790,2021-03-11 17:01:37.832548+00:00,x,y,2021-05-15 15:30:00+00:00,2021-05-15 17:30:00+00:00,alpha,True,15.0,1,a-7,3066790,9798.0
1005974,1005974,2021-01-29 07:05:19.652160+00:00,x,y,2021-02-03 11:00:00+00:00,2021-02-03 12:55:00+00:00,beta,True,35.0,0,b-69,1005974,9553.0
15444843,15444843,2021-07-22 14:49:02.262339+00:00,x,y,2021-07-26 10:00:00+00:00,2021-07-26 12:00:00+00:00,gamma,True,20.0,2,c-2,15444843,15065.0
7444595,7444595,2021-05-22 04:52:44.281605+00:00,x,y,2021-07-04 16:00:00+00:00,2021-07-04 18:00:00+00:00,alpha,True,15.0,1,a-7,7444595,7124.0
2199921,2199921,2021-02-26 17:53:21.230242+00:00,x,y,2021-03-06 05:00:00+00:00,2021-03-06 07:00:00+00:00,gamma,True,20.0,2,c-2,2199921,8890.0
17017448,17017448,2021-08-03 18:23:40.056138+00:00,x,y,2021-08-13 10:00:00+00:00,2021-08-13 12:00:00+00:00,alpha,True,15.0,1,a-7,17017448,7524.0
8633992,8633992,2021-06-03 19:00:24.687531+00:00,x,y,2021-06-11 17:00:00+00:00,2021-06-11 18:59:00+00:00,gamma,True,20.0,2,c-6,8633992,11900.0
12322538,12322538,2021-07-02 10:49:31.947040+00:00,x,y,2021-07-10 11:00:00+00:00,2021-07-10 12:55:00+00:00,beta,True,40.0,0,b-69,12322538,17480.0
11226105,11226105,2021-06-25 14:09:11.832111+00:00,x,y,2021-07-03 14:00:00+00:00,2021-07-03 16:00:00+00:00,gamma,True,20.0,1,c-4,11226105,9025.0
286840,286840,2021-01-08 17:33:34.473945+00:00,x,y,2021-01-16 05:15:00+00:00,2021-01-16 07:25:00+00:00,alpha,True,20.0,1,a-1,286840,10227.0
14932187,14932187,2021-07-18 08:19:47.076787+00:00,x,y,2021-07-25 14:00:00+00:00,2021-07-25 16:00:00+00:00,gamma,True,20.0,2,c-4,14932187,24145.0
19891331,19891331,2021-08-18 21:14:46.125291+00:00,x,y,2021-08-23 17:00:00+00:00,2021-08-23 18:59:00+00:00,gamma,True,20.0,1,c-6,19891331,18105.0
12425939,12425939,2021-07-02 20:39:21.874367+00:00,x,y,2021-07-15 16:00:00+00:00,2021-07-15 18:00:00+00:00,alpha,True,15.0,1,a-23,12425939,9045.0
2812401,2812401,2021-03-08 04:41:56.388939+00:00,x,y,2021-03-13 05:00:00+00:00,2021-03-13 07:00:00+00:00,alpha,True,35.0,1,a-1,2812401,8027.0
5839799,5839799,2021-04-30 03:22:07.329465+00:00,x,y,2021-05-10 05:00:00+00:00,2021-05-10 07:00:00+00:00,gamma,True,20.0,2,c-2,5839799,9650.0
16500345,16500345,2021-07-30 07:52:34.569125+00:00,x,y,2021-08-23 17:00:00+00:00,2021-08-23 18:59:00+00:00,gamma,True,20.0,2,c-6,16500345,8765.0
1351088,1351088,2021-02-06 15:35:07.425352+00:00,x,y,2021-02-10 11:00:00+00:00,2021-02-10 12:55:00+00:00,beta,True,35.0,0,b-69,1351088,9533.0
1701307,1701307,2021-02-15 07:01:52.534602+00:00,x,y,2021-02-17 16:00:00+00:00,2021-02-17 18:10:00+00:00,alpha,True,35.0,1,a-7,1701307,12500.0
1682145,1682145,2021-02-14 17:27:43.126390+00:00,x,y,2021-02-23 13:00:00+00:00,2021-02-23 15:00:00+00:00,alpha,True,15.0,1,a-5,1682145,12495.0
12729984,12729984,2021-07-04 12:11:53.218021+00:00,x,y,2021-07-25 09:45:00+00:00,2021-07-25 11:45:00+00:00,gamma,True,20.0,2,c-2,12729984,21120.0
1301525,1301525,2021-02-05 10:14:39.372531+00:00,x,y,2021-02-12 05:00:00+00:00,2021-02-12 07:00:00+00:00,gamma,True,0.0,0,c-2,1301525,8525.0
17335970,17335970,2021-08-06 08:05:31.657556+00:00,x,y,2021-08-18 13:00:00+00:00,2021-08-18 15:00:00+00:00,alpha,True,15.0,1,a-9,17335970,7524.0
19619540,19619540,2021-08-17 12:28:27.710728+00:00,x,y,2021-09-04 07:00:00+00:00,2021-09-04 09:00:00+00:00,alpha,True,20.0,1,a-5,19619540,10545.0
10281367,10281367,2021-06-18 04:36:02.311082+00:00,x,y,2021-07-19 17:00:00+00:00,2021-07-19 18:59:00+00:00,gamma,True,20.0,2,c-6,10281367,7620.0
4646979,4646979,2021-04-16 10:03:57.091997+00:00,x,y,2021-04-28 05:00:00+00:00,2021-04-28 06:55:00+00:00,beta,True,20.0,0,b-1,4646979,7392.0
13712258,13712258,2021-07-09 19:50:50.259792+00:00,x,y,2021-07-25 14:00:00+00:00,2021-07-25 16:00:00+00:00,gamma,True,20.0,2,c-4,13712258,21365.0
4398961,4398961,2021-04-08 11:24:16.417248+00:00,x,y,2021-05-15 15:30:00+00:00,2021-05-15 17:30:00+00:00,alpha,True,15.0,1,a-7,4398961,8048.0
14715574,14715574,2021-07-16 14:17:46.338795+00:00,x,y,2021-08-03 10:00:00+00:00,2021-08-03 12:00:00+00:00,gamma,True,20.0,2,c-2,14715574,13560.0
12929186,12929186,2021-07-05 12:14:22.228034+00:00,x,y,2021-07-16 07:00:00+00:00,2021-07-16 09:00:00+00:00,alpha,True,15.0,1,a-5,12929186,11245.0
17115318,17115318,2021-08-04 14:54:32.766271+00:00,x,y,2021-09-12 14:00:00+00:00,2021-09-12 16:00:00+00:00,gamma,True,20.0,2,c-4,17115318,13560.0
18550045,18550045,2021-08-11 19:46:29.765100+00:00,x,y,2021-08-13 04:40:00+00:00,2021-08-13 06:40:00+00:00,omega,True,20.0,1,d-1,18550045,7950.0
15511860,15511860,2021-07-23 04:08:26.987430+00:00,x,y,2021-07-23 10:00:00+00:00,2021-07-23 12:00:00+00:00,alpha,True,35.0,1,a-7,15511860,6810.0
5090449,5090449,2021-04-21 06:10:50.017968+00:00,x,y,2021-05-02 17:00:00+00:00,2021-05-02 18:59:00+00:00,gamma,True,0.0,0,c-6,5090449,7820.0
13188635,13188635,2021-07-06 18:10:48.078782+00:00,x,y,2021-08-03 16:00:00+00:00,2021-08-03 18:00:00+00:00,alpha,True,15.0,1,a-23,13188635,9045.0
12836701,12836701,2021-07-05 02:11:40.931824+00:00,x,y,2021-07-26 09:45:00+00:00,2021-07-26 11:45:00+00:00,gamma,True,20.0,2,c-2,12836701,12545.0
2130042,2130042,2021-02-25 05:50:49.855555+00:00,x,y,2021-03-01 13:30:00+00:00,2021-03-01 15:40:00+00:00,alpha,True,35.0,1,a-5,2130042,12500.0
3097541,3097541,2021-03-12 06:42:35.901763+00:00,x,y,2021-03-16 14:00:00+00:00,2021-03-16 15:55:00+00:00,beta,True,20.0,0,b-9,3097541,9375.0
2517930,2517930,2021-03-03 09:11:50.919737+00:00,x,y,2021-05-16 13:30:00+00:00,2021-05-16 15:30:00+00:00,alpha,True,35.0,1,a-5,2517930,9235.0
4598230,4598230,2021-04-14 16:59:29.371160+00:00,x,y,2021-06-09 05:00:00+00:00,2021-06-09 07:00:00+00:00,gamma,True,20.0,1,c-2,4598230,8650.0
9150227,9150227,2021-06-08 21:52:20.905288+00:00,x,y,2021-06-24 14:00:00+00:00,2021-06-24 15:55:00+00:00,beta,True,20.0,0,b-9,9150227,10057.0
7836578,7836578,2021-05-26 22:45:23.818042+00:00,x,y,2021-06-07 16:00:00+00:00,2021-06-07 18:00:00+00:00,alpha,True,35.0,1,a-7,7836578,7520.0
14771968,14771968,2021-07-17 02:33:02.340277+00:00,x,y,2021-07-22 05:00:00+00:00,2021-07-22 06:55:00+00:00,beta,True,20.0,0,b-1,14771968,7240.0
14704927,14704927,2021-07-16 12:56:45.850260+00:00,x,y,2021-07-17 13:00:00+00:00,2021-07-17 15:00:00+00:00,alpha,True,35.0,1,a-9,14704927,12645.0
5230758,5230758,2021-04-22 11:30:12.600903+00:00,x,y,2021-04-29 05:00:00+00:00,2021-04-29 07:00:00+00:00,alpha,True,35.0,1,a-1,5230758,6495.0
16747104,16747104,2021-08-01 10:19:35.130696+00:00,x,y,2021-08-05 10:00:00+00:00,2021-08-05 12:00:00+00:00,alpha,True,15.0,1,a-7,16747104,7524.0
2883205,2883205,2021-03-09 07:24:05.866421+00:00,x,y,2021-03-20 15:30:00+00:00,2021-03-20 17:30:00+00:00,alpha,True,35.0,1,a-7,2883205,8027.0
1534718,1534718,2021-02-11 10:41:17.352402+00:00,x,y,2021-03-08 16:00:00+00:00,2021-03-08 18:10:00+00:00,alpha,True,0.0,0,a-7,1534718,8739.0
12679739,12679739,2021-07-04 08:02:19.323104+00:00,x,y,2021-07-19 10:30:00+00:00,2021-07-19 12:25:00+00:00,beta,True,40.0,0,b-69,12679739,8140.0
11432483,11432483,2021-06-27 05:53:00.576560+00:00,x,y,2021-06-29 14:00:00+00:00,2021-06-29 15:55:00+00:00,beta,True,40.0,0,b-9,11432483,12726.0
15825967,15825967,2021-07-25 09:04:31.988023+00:00,x,y,2021-07-28 10:00:00+00:00,2021-07-28 12:00:00+00:00,gamma,True,20.0,1,c-2,15825967,11045.0
